loan_amount,loan_maturity_days,interest_rate,borrower_type,age,credit_score,employment_years,defaulted
21944.19151,43,0.270628406,Gig Worker,59,510,16,0
32359.60897,82,0.25,Gig Worker,24,376,16,0
22541.57815,31,0.278100873,Gig Worker,25,439,1,0
15971.01059,52,0.284635934,Gig Worker,26,427,17,0
32661.86854,73,0.276135151,Freelancer,58,365,14,1
25772.37031,81,0.285736565,Small Merchant,51,446,0,0
14739.27692,75,0.281698962,Gig Worker,34,366,19,0
20667.62925,48,0.252360129,Gig Worker,32,771,13,0
15870.67223,53,0.273982945,Freelancer,37,450,12,0
12320.40188,49,0.282277998,Small Merchant,29,303,11,1
28483.24283,76,0.275256587,Gig Worker,59,317,7,0
35365.91648,56,0.250144198,Freelancer,30,823,6,0
12210.02698,81,0.304462259,Small Merchant,59,555,7,0
25940.78466,53,0.260556887,Freelancer,59,808,17,0
17445.50202,46,0.255156068,Freelancer,21,334,14,0
18590.12231,54,0.280816371,Gig Worker,46,806,6,0
17853.24253,75,0.273684863,Gig Worker,27,622,0,0
15952.06461,84,0.292028832,Freelancer,57,752,5,0
22339.6514,60,0.297453079,Freelancer,35,658,15,0
16183.34919,57,0.294411297,Small Merchant,43,351,13,0
23893.19778,79,0.27996434,Freelancer,42,828,7,0
21648.33323,88,0.291065948,Freelancer,33,332,9,0
20327.36367,57,0.25,Small Merchant,46,627,16,0
15647.05437,51,0.301887217,Freelancer,29,735,14,0
17962.60069,85,0.271903407,Gig Worker,47,718,13,0
27287.73858,88,0.319398758,Freelancer,44,376,19,0
25506.42031,34,0.302496,Gig Worker,21,349,10,0
15157.11329,83,0.276054288,Freelancer,52,741,5,0
22695.32614,73,0.280428213,Small Merchant,54,497,3,0
27259.70986,71,0.303681232,Gig Worker,32,762,4,0
10314.16303,37,0.25,Gig Worker,24,676,10,0
25803.52135,90,0.276795384,Small Merchant,24,845,11,0
17361.63369,67,0.314028475,Small Merchant,41,735,10,0
25994.19068,57,0.296897072,Freelancer,53,571,17,0
16657.1859,86,0.263245723,Small Merchant,20,454,6,0
10000,76,0.286289492,Freelancer,36,620,0,0
10607.20293,41,0.260466136,Gig Worker,28,568,15,0
22336.59463,86,0.273170663,Freelancer,29,459,17,0
23818.05751,54,0.286676752,Gig Worker,34,622,11,0
15669.78362,67,0.290196504,Freelancer,48,313,10,0
26470.14721,73,0.294588374,Gig Worker,44,675,7,0
10369.35956,44,0.304675746,Gig Worker,40,419,0,0
21537.44141,73,0.256125475,Freelancer,36,613,15,0
13522.8866,70,0.280480421,Gig Worker,46,647,1,0
17437.14725,80,0.262993058,Small Merchant,47,345,5,0
22331.7907,82,0.272022872,Small Merchant,42,645,16,0
15977.10644,63,0.264911248,Gig Worker,58,768,16,0
19308.11119,89,0.28998807,Small Merchant,55,681,1,0
29044.04966,74,0.301060384,Gig Worker,22,670,18,0
17961.75691,42,0.302140284,Freelancer,52,758,8,0
27849.84478,37,0.257896538,Gig Worker,26,518,2,1
14092.05202,88,0.277534039,Freelancer,24,420,9,0
25708.62925,42,0.257341962,Small Merchant,45,588,4,0
32090.98034,65,0.256675435,Small Merchant,36,811,8,0
10000,35,0.266765373,Freelancer,36,637,13,0
16421.73321,67,0.286865954,Gig Worker,22,680,10,0
26039.50489,61,0.290378301,Gig Worker,22,805,18,0
20578.6823,50,0.29308459,Freelancer,53,687,15,0
24598.02111,73,0.291847168,Small Merchant,27,303,13,0
17772.10369,73,0.263042981,Gig Worker,25,500,13,0
22606.12851,78,0.30365518,Freelancer,56,501,3,0
20910.25935,88,0.296065601,Small Merchant,41,555,7,0
30174.47443,36,0.271746197,Freelancer,52,498,6,1
23780.9459,55,0.272501607,Small Merchant,26,372,2,0
24363.21863,44,0.266849168,Freelancer,59,518,13,0
19116.86124,85,0.254163135,Gig Worker,38,732,10,0
18586.75643,78,0.293320497,Freelancer,29,706,18,0
18972.09269,71,0.296441236,Freelancer,42,392,3,0
24761.165,52,0.261478951,Small Merchant,21,379,3,0
19053.10863,81,0.255362826,Gig Worker,40,507,7,0
24028.424,67,0.261269264,Small Merchant,43,391,14,0
36527.80559,70,0.282204893,Gig Worker,32,831,15,0
28097.87292,44,0.252360453,Small Merchant,24,352,3,0
19717.83527,77,0.3025562,Small Merchant,37,382,9,0
30408.49746,82,0.301359155,Gig Worker,30,373,4,1
19143.47239,69,0.288486899,Gig Worker,56,709,3,0
10000,45,0.296194715,Small Merchant,51,743,1,0
14943.39582,61,0.281175108,Freelancer,47,429,17,0
10000,66,0.28930308,Small Merchant,41,483,7,0
19539.40561,47,0.253996355,Gig Worker,47,664,14,0
22128.92865,49,0.30780959,Small Merchant,20,495,3,0
33735.06119,75,0.270252941,Freelancer,25,314,12,0
24288.49162,31,0.277423983,Small Merchant,30,509,13,0
20466.2963,84,0.329744015,Freelancer,52,434,8,0
27805.83907,52,0.275599851,Small Merchant,35,683,5,0
10000,59,0.294788036,Gig Worker,32,774,11,0
23649.30191,32,0.290290649,Freelancer,40,803,12,0
27396.05636,75,0.253343627,Small Merchant,58,776,5,0
11649.89628,90,0.260005139,Small Merchant,43,596,19,0
30006.2783,68,0.320717773,Small Merchant,46,681,18,0
24369.47485,76,0.291583259,Freelancer,56,743,19,0
19092.9846,78,0.2796625,Gig Worker,22,422,19,0
26429.47306,30,0.269287039,Gig Worker,31,588,7,0
37894.85,70,0.286401551,Gig Worker,26,509,4,0
23273.06379,51,0.288302955,Freelancer,39,793,7,0
23737.5441,58,0.284530431,Freelancer,34,689,12,0
18784.4737,43,0.301379212,Small Merchant,20,362,12,0
16051.08941,77,0.262662828,Gig Worker,29,708,4,0
27812.35072,57,0.259985971,Small Merchant,33,819,13,0
16007.41322,50,0.30086141,Freelancer,34,544,17,0
22500.96366,74,0.322253748,Small Merchant,53,464,14,0
18656.39787,61,0.296851849,Gig Worker,44,392,0,0
25352.85878,35,0.305955074,Small Merchant,50,583,6,0
24335.63474,83,0.278503187,Freelancer,29,423,9,0
29262.77961,30,0.2853223,Small Merchant,56,489,1,0
18429.88521,50,0.285053127,Gig Worker,25,616,12,0
20110.87545,86,0.278891467,Gig Worker,25,496,2,0
15148.65399,33,0.308225937,Freelancer,47,584,7,0
18889.94718,32,0.302316945,Gig Worker,57,408,11,0
24641.10345,78,0.272015316,Small Merchant,33,508,3,0
27298.92032,59,0.25,Freelancer,32,414,7,0
15544.84273,60,0.278728514,Small Merchant,32,805,0,0
28087.24144,63,0.256906956,Freelancer,29,630,2,0
31489.46501,48,0.280473501,Small Merchant,35,503,14,0
24894.04432,49,0.258482681,Small Merchant,58,614,14,0
35137.57069,52,0.305130333,Freelancer,54,564,11,0
16583.47561,83,0.293688454,Freelancer,34,588,0,0
13287.41708,88,0.293202632,Gig Worker,42,780,10,0
10000,69,0.301443717,Freelancer,56,305,18,0
32472.31018,54,0.287822145,Gig Worker,27,440,4,0
26580.55959,44,0.290936036,Freelancer,45,581,16,0
21610.9073,67,0.308693975,Gig Worker,41,589,1,0
23959.78038,52,0.277309697,Freelancer,24,504,12,0
14121.57667,81,0.292102307,Freelancer,53,631,2,0
39120.26386,31,0.25893723,Freelancer,46,702,12,0
22904.54827,86,0.281585538,Gig Worker,38,532,7,0
22765.76356,86,0.325185674,Gig Worker,54,331,12,0
27080.36637,44,0.296296508,Freelancer,39,491,2,0
25367.06462,81,0.278280114,Gig Worker,57,706,8,0
23567.18817,73,0.285290812,Small Merchant,32,597,1,0
16466.67881,64,0.279580035,Freelancer,37,334,7,0
25300.2785,39,0.284634012,Small Merchant,37,519,0,0
35174.17148,43,0.272019863,Gig Worker,20,631,14,0
31417.94032,56,0.289897424,Freelancer,51,351,7,0
33152.30639,83,0.290606199,Freelancer,44,316,7,0
18421.49026,43,0.28013276,Gig Worker,40,308,6,0
15072.76626,64,0.282801186,Small Merchant,46,479,19,0
21119.49156,62,0.286815354,Freelancer,30,302,12,0
22390.07439,81,0.269455139,Small Merchant,20,577,6,0
29659.34063,30,0.289705407,Gig Worker,38,466,6,0
10152.74759,63,0.295603154,Freelancer,51,550,10,0
32706.85224,48,0.309297322,Freelancer,27,573,1,0
20893.94471,53,0.286367449,Freelancer,38,326,10,0
19011.83251,71,0.268887282,Gig Worker,35,417,18,0
14915.26937,33,0.277941255,Gig Worker,54,651,0,0
10416.0033,65,0.257140719,Small Merchant,21,494,16,0
27762.19409,42,0.294547052,Small Merchant,31,572,0,0
22513.22577,87,0.25,Freelancer,48,616,12,0
12970.2737,61,0.300493104,Gig Worker,29,701,5,0
12934.4486,38,0.302906485,Freelancer,41,828,4,0
19649.5071,68,0.25,Freelancer,53,347,1,1
33683.15068,45,0.30550562,Small Merchant,40,315,9,1
20182.86054,79,0.300545723,Freelancer,56,769,18,0
11477.99933,32,0.274198964,Small Merchant,24,582,6,0
20279.79855,81,0.256163686,Small Merchant,25,313,14,0
20090.93501,49,0.263244818,Gig Worker,51,647,10,0
10000,39,0.264829644,Freelancer,22,666,5,0
21619.93593,85,0.306321119,Freelancer,29,527,4,0
20383.45829,87,0.271019196,Freelancer,24,672,3,0
26873.44455,87,0.298106462,Gig Worker,43,840,5,0
34942.69266,51,0.277518786,Small Merchant,39,839,6,0
29885.95521,77,0.281101513,Gig Worker,56,704,11,0
20117.77917,32,0.25,Small Merchant,50,707,13,0
14254.31864,40,0.257058597,Small Merchant,36,359,1,0
40013.51862,54,0.30586195,Small Merchant,43,351,19,0
22414.52904,71,0.27688555,Freelancer,37,449,2,0
22097.50504,77,0.286013189,Small Merchant,45,471,4,0
21831.12439,37,0.316127143,Gig Worker,26,617,9,0
23386.59333,38,0.277447476,Freelancer,33,788,6,0
20989.47712,44,0.27631508,Small Merchant,21,848,8,0
17984.36595,61,0.304121718,Small Merchant,49,423,17,0
18171.98741,82,0.280246994,Gig Worker,36,577,5,0
21770.72711,32,0.286400141,Small Merchant,39,511,9,0
18196.0266,33,0.299936326,Freelancer,29,726,11,0
17010.07952,59,0.280002293,Gig Worker,43,758,1,0
22745.01159,42,0.295751769,Freelancer,31,832,0,0
20215.15948,73,0.277683075,Gig Worker,46,591,3,0
32527.95092,50,0.299622783,Gig Worker,34,441,14,0
10000,70,0.288426541,Freelancer,28,687,1,0
29640.54796,86,0.27549192,Gig Worker,37,477,2,0
30722.59635,75,0.281484992,Freelancer,26,384,16,0
10000,48,0.25,Freelancer,47,504,1,1
19601.18684,68,0.303875473,Freelancer,55,849,12,0
19399.91394,77,0.25490731,Gig Worker,22,634,7,0
12147.41814,51,0.258617647,Freelancer,35,688,19,0
16555.28319,49,0.271239629,Freelancer,55,465,18,0
14225.96908,66,0.25,Freelancer,23,835,9,0
34265.8931,60,0.289352326,Freelancer,54,829,6,0
28549.74875,39,0.28722028,Gig Worker,28,521,3,0
30900.88566,47,0.270269219,Small Merchant,31,627,17,0
27051.70445,72,0.266439203,Freelancer,29,713,2,0
14096.6376,68,0.266132069,Gig Worker,21,432,14,0
18328.35814,75,0.292295968,Freelancer,38,478,19,0
25425.62193,49,0.25,Freelancer,32,588,16,0
13445.10534,47,0.271820016,Freelancer,52,648,7,0
26990.98901,40,0.25,Small Merchant,20,586,14,0
20317.72221,51,0.295374889,Gig Worker,47,663,12,0
19376.25435,88,0.273275552,Gig Worker,59,382,13,0
26976.71978,73,0.290934987,Gig Worker,25,536,3,0
25109.84318,47,0.304990753,Freelancer,22,737,10,0
19473.23684,87,0.305328541,Small Merchant,44,538,2,0
30115.30862,63,0.259557974,Freelancer,35,744,18,0
14432.55671,52,0.2861892,Freelancer,23,365,12,0
26311.54925,30,0.30242788,Freelancer,27,413,3,1
26151.70881,84,0.293929529,Freelancer,58,488,12,0
19833.17492,39,0.295906605,Freelancer,35,575,14,0
24282.93116,82,0.25,Gig Worker,57,601,5,0
13242.20497,30,0.293622939,Freelancer,42,845,17,0
28468.18913,67,0.264141374,Gig Worker,25,779,7,0
20705.68504,68,0.293293721,Freelancer,35,725,8,0
18340.93886,78,0.29285616,Small Merchant,35,316,19,0
29343.06458,38,0.291798345,Freelancer,42,346,1,0
17069.59417,60,0.277787017,Gig Worker,35,329,9,0
12140.77093,36,0.306321827,Small Merchant,55,691,1,0
11103.59579,46,0.29020616,Freelancer,31,339,8,0
26242.06966,64,0.286430319,Freelancer,56,583,8,0
13036.99453,77,0.261311783,Freelancer,28,358,12,0
34283.55927,66,0.28792182,Freelancer,37,629,9,0
10000,81,0.319574214,Freelancer,28,562,6,0
33875.19458,47,0.25219635,Gig Worker,40,623,12,0
23477.12227,62,0.294602122,Gig Worker,20,323,4,0
21323.00822,33,0.297124786,Gig Worker,42,653,11,1
18185.56639,52,0.314510388,Freelancer,24,353,8,0
24793.9528,40,0.294514802,Small Merchant,38,604,8,0
21736.55708,81,0.280213577,Freelancer,54,618,17,0
29723.11317,38,0.288452231,Freelancer,52,344,7,1
22799.59354,59,0.274638885,Freelancer,37,661,17,0
23052.11233,37,0.30438516,Freelancer,59,760,9,0
19454.71451,69,0.25,Gig Worker,33,306,0,0
21601.38063,34,0.270242577,Gig Worker,39,558,9,0
24154.61238,41,0.288923115,Gig Worker,32,387,4,0
10028.82125,30,0.303418616,Gig Worker,35,488,17,0
12562.70205,44,0.279724332,Small Merchant,50,754,18,0
27202.84866,54,0.264353251,Gig Worker,58,841,12,0
23196.05807,47,0.275782545,Gig Worker,54,816,5,0
20712.11665,67,0.272660768,Freelancer,39,659,16,0
22129.03753,71,0.273580497,Freelancer,20,668,13,0
24433.07194,75,0.271296425,Gig Worker,59,499,5,0
18221.68224,82,0.271305139,Freelancer,32,306,15,0
16551.86692,55,0.25,Gig Worker,26,685,8,0
23370.91679,90,0.286003075,Freelancer,41,695,3,0
15151.39056,69,0.293494671,Small Merchant,26,839,17,0
24857.76929,88,0.309967899,Small Merchant,39,446,4,0
10081.91477,32,0.297208019,Freelancer,56,583,0,0
29204.08946,83,0.296187201,Small Merchant,55,398,14,0
25308.18238,51,0.285920241,Small Merchant,23,806,11,0
23792.20814,55,0.25,Small Merchant,25,773,13,0
28878.83689,48,0.285602822,Freelancer,22,446,11,0
33658.32111,73,0.282247534,Small Merchant,22,802,12,0
29100.59046,73,0.300597467,Freelancer,22,349,2,0
10000,76,0.291349573,Gig Worker,55,821,13,0
13042.96123,89,0.277402547,Small Merchant,28,524,6,0
17626.26996,68,0.319163045,Small Merchant,35,381,2,0
22182.63735,88,0.296969129,Freelancer,35,481,8,0
25623.61314,65,0.286797293,Small Merchant,31,821,3,0
16919.79331,50,0.289106276,Gig Worker,57,659,1,0
23307.36735,70,0.281223644,Freelancer,39,534,2,0
16712.31947,83,0.280330089,Gig Worker,50,625,0,0
17719.37538,77,0.25,Small Merchant,49,766,4,0
12153.37232,55,0.261698325,Small Merchant,40,746,8,0
15537.36728,42,0.269181455,Small Merchant,22,845,17,0
12538.20776,65,0.289012687,Freelancer,40,342,12,0
15168.88723,53,0.25,Freelancer,47,681,18,0
29375.49258,70,0.269576653,Freelancer,47,432,18,0
15354.20778,55,0.26701364,Freelancer,24,702,6,0
40426.67445,50,0.282335096,Freelancer,26,669,6,0
25453.22531,47,0.289062462,Freelancer,24,353,14,0
23293.85287,44,0.267083751,Freelancer,28,458,16,1
15991.49554,44,0.268521292,Small Merchant,40,437,2,1
26902.16916,35,0.266394083,Gig Worker,39,832,16,0
17970.53522,72,0.272197436,Small Merchant,57,553,13,0
22854.0687,60,0.278977087,Freelancer,59,601,4,0
39920.59177,57,0.306302507,Gig Worker,56,373,6,0
21327.5807,37,0.259750121,Freelancer,36,831,18,0
30044.91328,58,0.315016821,Gig Worker,47,576,18,0
17077.76502,50,0.255323644,Gig Worker,50,720,0,0
21755.08057,46,0.299092842,Gig Worker,52,356,18,0
34395.60445,85,0.270484081,Small Merchant,51,368,16,1
17611.2306,86,0.261780836,Small Merchant,51,497,14,0
34687.13991,78,0.306337597,Gig Worker,42,451,7,0
26954.26355,53,0.281635055,Freelancer,40,487,7,0
18062.73257,87,0.280869739,Small Merchant,44,346,0,0
26426.85417,89,0.274458482,Small Merchant,52,799,19,0
28807.88115,79,0.268370749,Gig Worker,22,542,8,0
26352.66974,65,0.276463083,Small Merchant,25,479,1,0
11008.42696,90,0.25,Freelancer,47,440,0,0
16910.03977,60,0.25,Freelancer,21,798,15,0
20267.36955,76,0.287846364,Freelancer,51,307,12,0
21478.966,63,0.303655547,Freelancer,45,401,10,0
26344.70468,31,0.307271131,Gig Worker,24,459,0,0
23243.90701,71,0.26086003,Freelancer,30,769,5,0
12652.58949,32,0.283856431,Small Merchant,29,304,0,0
24661.38496,59,0.25,Gig Worker,34,678,5,0
26274.10022,37,0.272972211,Freelancer,37,680,8,0
25918.53314,81,0.296473845,Freelancer,33,603,12,0
29565.46508,36,0.279650053,Gig Worker,47,455,15,0
27837.45508,41,0.273365044,Freelancer,49,599,19,0
25214.26055,87,0.279734221,Small Merchant,32,571,3,0
21508.84002,48,0.305656951,Small Merchant,39,422,19,0
10373.27347,55,0.275105967,Gig Worker,21,810,10,0
25007.32753,57,0.281452884,Freelancer,44,578,12,0
23453.81381,44,0.310387892,Small Merchant,31,666,0,0
23901.05186,43,0.275433562,Freelancer,44,832,2,0
13062.75997,77,0.25,Freelancer,23,422,10,0
14432.60422,90,0.30736816,Gig Worker,31,685,19,0
29372.06997,88,0.300311896,Small Merchant,26,696,7,0
21723.11392,43,0.25,Freelancer,57,600,0,0
26770.50488,32,0.277396296,Small Merchant,59,693,18,0
22198.22863,79,0.279556746,Freelancer,51,515,13,0
22208.29298,58,0.307373016,Freelancer,25,300,17,0
28567.98664,89,0.279712366,Gig Worker,46,443,5,0
18387.6869,83,0.283318363,Freelancer,54,549,8,0
22672.84544,35,0.283939721,Freelancer,40,470,8,0
18764.07298,78,0.270678192,Freelancer,39,433,14,0
18958.52641,52,0.305944607,Freelancer,38,375,4,0
19835.79514,57,0.26415464,Freelancer,52,779,18,0
23554.9364,43,0.270291037,Small Merchant,23,566,8,0
18648.75965,43,0.279881271,Small Merchant,38,765,8,0
30790.29288,49,0.253238942,Small Merchant,47,749,16,0
15737.74888,42,0.315308184,Small Merchant,41,395,14,0
20691.89849,56,0.279982888,Gig Worker,43,575,9,1
18921.88259,89,0.296492146,Gig Worker,49,849,8,0
32128.84519,64,0.260850263,Small Merchant,48,611,18,0
23375.88344,74,0.294234687,Freelancer,29,646,6,0
29222.91178,90,0.295931886,Freelancer,51,566,12,0
11601.07739,85,0.298817385,Small Merchant,28,573,1,0
23869.35186,31,0.318099997,Freelancer,44,397,17,0
28227.41557,70,0.268835261,Small Merchant,35,614,7,0
22575.98792,74,0.276267041,Gig Worker,34,433,7,0
29458.36263,69,0.26309502,Freelancer,37,393,19,0
18378.98085,77,0.278075435,Small Merchant,42,479,8,0
31865.43208,53,0.293282337,Freelancer,22,555,12,0
38092.28687,58,0.29220472,Small Merchant,26,316,19,0
19460.13008,32,0.312815045,Small Merchant,58,440,11,0
18881.48235,74,0.289803943,Gig Worker,30,689,6,0
32173.69134,33,0.280011237,Freelancer,43,347,12,0
33057.00502,79,0.258165011,Freelancer,54,561,12,0
18339.97981,31,0.297326407,Gig Worker,44,552,3,0
19058.69228,49,0.276870072,Small Merchant,47,812,1,0
20027.50774,83,0.297780835,Freelancer,31,455,1,0
12588.84642,82,0.271504567,Freelancer,42,509,4,0
15569.43637,44,0.304014155,Freelancer,36,623,1,0
14971.01463,78,0.287726339,Gig Worker,56,340,14,0
16625.41704,61,0.299845043,Small Merchant,37,661,1,0
21757.20579,90,0.287716254,Freelancer,28,671,1,0
23639.50313,71,0.261493273,Freelancer,54,715,19,0
32853.50345,30,0.272692451,Gig Worker,55,676,7,0
15011.52171,67,0.254391684,Small Merchant,37,612,4,0
28890.25679,64,0.283692917,Small Merchant,39,577,15,0
20502.07809,80,0.250747321,Small Merchant,40,621,13,0
21653.75403,36,0.285877524,Freelancer,39,333,7,0
26723.73645,74,0.25,Freelancer,25,413,10,0
14140.94585,42,0.29619866,Small Merchant,28,301,10,0
24676.86822,78,0.257926615,Small Merchant,48,335,7,0
23165.16546,30,0.260921677,Gig Worker,48,307,15,0
25447.15885,43,0.307437452,Small Merchant,32,460,7,0
24024.18051,58,0.286395671,Small Merchant,55,751,19,0
39187.10098,87,0.296926704,Gig Worker,46,829,19,0
17535.82011,32,0.259893302,Freelancer,25,382,11,0
18283.02131,75,0.299237918,Gig Worker,58,309,4,0
17638.01632,53,0.277250725,Small Merchant,51,733,2,0
18111.66017,30,0.28235248,Gig Worker,47,532,17,0
17538.29011,77,0.309805938,Small Merchant,20,521,0,0
30323.11572,39,0.256742094,Gig Worker,50,620,18,0
31943.52974,42,0.29826072,Freelancer,49,581,12,0
18004.77594,65,0.287708204,Freelancer,37,419,10,1
16173.51099,38,0.275738192,Small Merchant,48,362,0,1
25299.90889,43,0.258117292,Gig Worker,57,842,17,0
18134.43869,65,0.275513631,Freelancer,42,468,18,0
26430.52272,39,0.263632951,Small Merchant,41,572,12,0
23420.46115,69,0.303737076,Gig Worker,21,668,7,0
11389.7912,52,0.281835167,Small Merchant,24,771,17,0
32832.53641,64,0.266460594,Gig Worker,34,594,1,0
34571.14371,84,0.251247949,Freelancer,51,373,18,0
17710.47917,36,0.270739075,Gig Worker,25,758,18,0
19286.08908,71,0.304724702,Small Merchant,33,837,4,0
24001.05774,64,0.282228647,Freelancer,43,846,7,0
24341.19753,31,0.276396176,Small Merchant,40,506,19,0
26609.80991,44,0.313973763,Freelancer,33,464,2,0
36071.43177,38,0.271709078,Freelancer,31,423,1,0
20761.36941,76,0.263833609,Freelancer,23,572,5,0
16411.91929,46,0.288081792,Small Merchant,40,681,15,0
12344.7654,68,0.288391306,Gig Worker,36,773,14,0
16883.48972,81,0.268264224,Gig Worker,48,653,3,0
21768.11119,47,0.264046693,Small Merchant,35,396,1,0
34561.90504,44,0.308941406,Freelancer,37,381,13,0
18376.72091,47,0.271340282,Freelancer,57,836,5,0
23566.51566,53,0.250962528,Freelancer,30,660,19,0
21885.03973,52,0.283857394,Gig Worker,51,360,19,0
30318.75291,41,0.29789183,Gig Worker,47,393,3,0
39688.52698,52,0.276187829,Small Merchant,35,664,19,0
18283.91859,50,0.290742544,Gig Worker,53,595,0,0
18573.9239,55,0.259053282,Freelancer,49,469,13,0
29309.12614,37,0.292565189,Small Merchant,57,598,2,0
26773.24043,59,0.260895691,Freelancer,41,616,3,0
34926.95128,63,0.286103464,Small Merchant,24,563,19,0
26087.4973,31,0.29535339,Freelancer,28,779,13,0
19484.95536,34,0.281974079,Freelancer,32,560,19,0
26134.58381,60,0.255291043,Gig Worker,58,845,18,0
29760.92506,62,0.256158435,Freelancer,42,820,8,0
27743.37527,83,0.311862421,Freelancer,46,342,13,0
25550.91822,33,0.264637172,Gig Worker,51,395,3,0
29466.72283,35,0.295302479,Freelancer,50,693,3,0
30185.06913,52,0.282367518,Freelancer,52,823,11,0
31675.11294,74,0.259919183,Freelancer,45,654,7,0
26540.96921,48,0.269344849,Gig Worker,37,701,15,0
20830.17344,72,0.31399666,Freelancer,31,770,10,0
23026.99581,74,0.349792952,Freelancer,22,586,6,0
30445.56277,37,0.273653753,Gig Worker,24,582,19,0
16281.4503,68,0.272272435,Small Merchant,33,832,13,0
